#OTU ID,OR-T0-1,OR-T0-2,OR-T0-3,OR-T11-1,OR-T11-2,OR-T11-3,OR-T24-1,OR-T24-2,OR-T24-3,OR-T30-1,OR-T30-2,OR-T30-3,VA-T0-1,VA-T0-2,VA-T0-3,VA-T11-1,VA-T11-2,VA-T11-3,VA-T24-1,VA-T24-2,VA-T24-3,VA-T30-1,VA-T30-2,VA-T30-3,WW-T0-1,WW-T0-2,WW-T0-3,WW-T11-1,WW-T11-2,WW-T11-3,WW-T24-1,WW-T24-2,WW-T24-3,WW-T30-1,WW-T30-2,WW-T30-3
Zotu3069,0,0,0,1,0,2,1,1,0,22,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu307,0,0,0,5,1,0,34,38,0,149,24,1,0,0,0,0,2,0,0,13,20,3,38,17,0,0,0,0,0,0,1,2,5,0,8,374
Zotu3070,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0
Zotu3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,1,1,0,0,0,2,0
Zotu3073,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,5,2,1,5,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,8
Zotu3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0
Zotu3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,2,0,0,0,0,1,0
Zotu3077,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3078,0,6,2,4,1,0,0,0,0,0,0,0,2,7,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Zotu3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0
Zotu308,102,32,335,0,3,0,0,0,0,0,0,0,180,99,47,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3080,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,4,7,0,0,0,0,0,0,2,1,0
Zotu3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0
Zotu3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0
Zotu3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0
Zotu3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,2,0,0,0,0,0,0,0,1,0
Zotu3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,6,0,11,7,19
Zotu3086,0,2,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,5,0,1,0,0,0,0,0,0,0
Zotu3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0
Zotu3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,0,0,0,0,0
Zotu3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0
Zotu309,56,453,162,43,23,18,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3090,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0
Zotu3091,0,9,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3092,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3093,0,0,0,0,0,0,9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0
Zotu3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0
Zotu3096,0,1,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0
Zotu3098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,1,0,2,5,3
Zotu3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,0,1,1,0,3
Zotu31,2356,2007,4814,294,87,439,0,1,7,0,0,3,449,732,1070,474,1006,249,1,9,0,0,0,0,6,9,1,9,21,24,2,0,1,1,0,1
Zotu310,156,111,61,197,5,7,6,1,2,5,0,0,144,37,60,11,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Zotu3100,0,0,0,0,2,0,1,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,1,0,1,0,0,1,0
Zotu3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,1
Zotu3103,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3105,8,9,1,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,10,2,0,1,1,1
Zotu3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0
Zotu3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0
Zotu3108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Zotu3109,0,0,0,0,1,0,0,0,0,0,0,0,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu311,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,450,33,56,118,67
Zotu3110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,2,0,0,0,0,0,0
Zotu3111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0
Zotu3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,13,0,0,0,0,0,0,0,0,0
Zotu3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,1,3
Zotu3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0
Zotu3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,2,0,0,0,0,0,0,0,0
Zotu3116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,6
Zotu3117,1,2,2,1,2,1,1,17,2,0,0,0,4,3,4,1,0,0,1,0,0,0,0,0,5,4,2,0,0,1,0,0,0,0,3,0
Zotu3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,12,0,0,0,0,0,1,0,0,0
Zotu312,25,21,14,150,64,135,37,98,117,19,36,152,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,7,4,2,4,2,2
Zotu313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,230,199,0,0,4,0,0,0,2,0,0
Zotu314,0,0,0,1,2,4,2,2,6,1,1,4,13,11,9,37,140,64,39,46,181,21,42,128,0,0,0,1,7,3,0,0,0,0,0,0
Zotu315,0,0,0,1,1,0,6,9,2,3,11,4,0,0,0,0,0,0,27,12,211,9,41,432,0,2,1,0,0,0,0,0,0,16,4,21
Zotu316,0,1,0,4,0,0,4,2,2,0,0,1,0,1,1,8,9,4,5,5,223,6,6,525,0,0,4,0,0,0,3,0,0,4,6,2
Zotu317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,292,264,263,0,0,0,0,0,0,0,0,0
Zotu318,387,24,382,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu319,89,470,274,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,5
Zotu32,11,11,10,399,95,167,315,112,69,285,151,160,145,195,55,1715,1429,1202,178,67,1866,88,48,2195,2,3,2,7,17,4,52,22,19,135,41,87
Zotu320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,400,127,2,0,2,0,9,3
Zotu321,0,0,0,0,0,0,0,0,0,0,0,0,201,288,271,2,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu322,43,60,178,0,2,5,0,0,0,0,0,0,41,59,53,36,109,52,39,15,44,7,1,9,0,1,0,3,11,1,43,22,28,6,5,7
Zotu323,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,3,108,108,499,0,0,0,0,0,0
Zotu324,3,9,3,40,111,41,4,158,6,16,45,1,3,0,0,4,7,7,2,0,73,0,1,242,0,0,0,0,0,0,0,0,0,1,1,0
Zotu325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,58,81,55,156,182,302,3,0,0,3,0,0
Zotu326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,117,472,14,91,5,9
Zotu327,0,0,0,11,0,0,3,0,1,8,0,3,0,0,0,34,102,127,1,10,108,0,6,271,0,0,0,0,0,0,1,1,1,15,6,43
Zotu328,0,2,1,0,0,0,0,0,0,0,0,0,260,177,214,14,3,9,1,0,0,0,1,0,6,7,5,2,5,6,1,0,0,1,0,0
Zotu329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,215,232,234,1,6,5,1,0,0,1,0,0
Zotu33,81,158,368,0,0,3,0,0,0,0,0,1,4258,6645,4607,4,11,235,1,3,0,0,0,0,9,9,7,1,3,1,2,0,0,2,0,0
Zotu330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,427,27,1,124,66
Zotu331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,262,196,5,7,3,0,0,0,0,0,0
Zotu332,84,388,156,11,11,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0
Zotu333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,235,227,11,13,21,4,0,2,1,1,1
Zotu334,0,1,2,0,0,0,1,0,0,0,0,0,12,10,17,326,316,9,10,7,9,12,8,8,1,1,0,4,22,4,4,1,0,1,0,4
Zotu335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,24,6,222,150,24,165,55,41
Zotu336,25,17,12,0,0,0,0,0,0,1,0,0,146,279,219,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu337,1,1,1,14,4,38,10,3,231,4,3,358,11,7,13,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu338,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,9,4,57,194,62,77,162,52,0,0,0,0,0,0,0,2,0,1,7,7
Zotu339,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,204,212,6,17,19,0,0,1,1,0,0
Zotu34,0,1,1,7,0,2,1,0,2,0,1,1,213,57,153,3245,1523,1134,987,1368,1504,717,1042,1269,6,5,0,0,0,0,1,1,1,2,0,0
Zotu340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,78,567,90,1,0,1,0,2,1
Zotu341,36,68,55,4,1,3,0,0,0,0,0,0,167,64,121,84,38,4,31,14,0,18,0,1,5,6,5,0,5,0,1,2,0,0,0,0
Zotu342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,281,329,39,0,0,0,0,0,1
Zotu343,0,0,0,0,0,0,0,0,0,0,0,0,205,264,217,2,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,438,165,47,16,2,0,9,4
Zotu345,0,1,0,56,7,11,21,18,5,8,2,8,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,4,13,1,128,291,39,19,68,62
Zotu346,0,0,0,0,9,0,1,1,4,0,0,0,0,0,0,0,9,0,0,582,2,0,68,0,0,0,0,1,0,0,70,0,1,8,0,0
Zotu347,0,1,2,2,0,4,0,0,0,0,0,0,263,174,257,0,13,2,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,1
Zotu348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,193,253,0,0,0,0,0,0,0,0,0
Zotu349,0,0,0,2,1,0,0,1,0,0,0,0,5,9,6,664,45,27,4,5,2,0,6,0,1,0,0,1,1,0,1,0,2,0,0,0
Zotu35,1,2,0,225,50,81,349,906,564,983,472,550,0,1,0,11,24,13,307,641,822,101,2225,2165,0,0,2,0,1,2,1,2,1,17,1,106
Zotu350,1,5,4,0,0,0,0,0,0,0,0,0,35,73,7,6,6,541,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,244,135,230,1,1,1,0,0,0,1,0,0
Zotu352,56,23,7,3,0,0,1,0,0,2,0,0,44,12,25,3,9,34,0,0,13,0,3,13,17,22,23,100,81,66,18,49,9,18,27,32
Zotu353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,234,169,190,1,10,6,0,0,0,0,0,0
Zotu354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,210,114,0,5,12,0,1,0,7,0,1
Zotu355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,250,217,8,15,42,0,0,1,0,0,0
Zotu356,6,8,4,0,0,0,0,0,0,0,0,0,149,278,210,4,3,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0
Zotu357,0,0,0,2,0,2,0,0,0,0,0,2,1,0,5,14,5,1,14,5,5,4,0,7,3,2,1,13,11,24,127,19,175,90,8,110
Zotu358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,22,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,245,139,1,2,2,1,0,0,0,1,1
Zotu36,0,0,0,0,0,0,8,0,7,1,0,0,0,0,0,0,0,0,3,2768,50,27,6710,524,0,1,0,0,1,0,3,0,0,48,0,34
Zotu360,0,0,0,605,0,0,54,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu361,0,6,0,62,291,210,3,7,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0
Zotu362,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,474,0,0,64,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu363,211,67,67,213,21,27,1,0,0,0,0,0,5,3,17,0,0,1,0,0,0,0,1,0,0,0,0,60,61,122,2,1,0,0,0,0
Zotu364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,471,1,0,173,0,0,0,0,0,0,1,0,0,1,0,0,3
Zotu365,55,91,198,0,0,3,0,0,0,0,0,0,70,70,60,22,41,19,23,23,15,5,7,4,0,0,0,0,4,0,21,16,8,4,1,6
Zotu366,0,0,0,48,2,2,89,10,4,132,1,2,1,0,0,12,29,33,24,22,97,61,54,93,0,0,1,0,0,0,30,51,13,29,109,69
Zotu367,157,86,6,3,1,2,1,0,0,0,0,0,77,19,87,109,44,19,2,1,8,1,3,16,26,24,44,2,6,3,1,2,0,0,0,0
Zotu368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,250,176,232,18,23,24,1,0,0,0,0,0
Zotu369,0,0,0,0,0,0,0,0,0,10,2,10,0,0,0,0,0,0,26,1,0,49,0,0,0,1,0,2,0,2,175,97,92,54,45,45
Zotu37,0,1,0,3643,2439,3229,90,547,39,6,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
Zotu370,0,0,1,4,3,10,2,3,0,452,0,0,0,0,0,0,0,0,0,2,0,0,2,85,0,0,0,0,0,1,5,0,2,14,0,10
Zotu371,1,1,0,5,12,0,4,8,0,0,1,0,1,0,3,27,5,57,116,16,130,107,1,100,0,1,1,0,1,0,0,0,0,0,0,5
Zotu372,4,6,20,42,10,98,25,5,111,21,1,134,1,1,0,7,17,0,7,20,8,3,17,7,0,1,0,4,40,5,39,16,9,13,5,10
Zotu373,0,0,0,0,152,0,0,213,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,7,4,66,88
Zotu374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,137,119,298,2,0,3,0,0,3
Zotu375,0,2,0,0,2,6,1,2,14,0,0,9,1,0,1,45,84,39,16,8,187,7,5,208,0,2,0,0,0,0,0,0,0,0,0,0
Zotu376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,190,170,1,9,6,0,0,0,0,0,0
Zotu377,0,0,0,0,0,0,0,1,0,30,8,8,0,0,0,0,0,0,72,11,0,405,0,5,36,14,18,0,0,0,1,0,3,25,5,23
Zotu378,0,0,0,328,0,204,20,0,1,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu379,0,0,0,2,0,3,3,0,11,1,0,30,0,0,0,2,12,3,2,33,123,10,60,298,0,0,1,0,0,0,0,0,0,0,0,0
Zotu38,1,2,1,54,9,9,247,78,60,306,40,97,0,3,7,257,99,199,2254,277,1468,1937,233,1062,1,0,0,17,6,16,22,4,23,20,5,37
Zotu380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,1,2,83,184,5,92,211,0,0,0,0,0,0,0,0,0,1,0,0
Zotu381,103,61,25,171,136,53,10,12,6,3,1,1,0,0,0,1,0,0,3,0,0,0,0,0,2,1,1,1,17,5,8,11,0,2,2,9
Zotu382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,188,191,6,19,11,0,0,0,0,0,0
Zotu383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,171,169,0,10,3,0,0,0,1,2,1
Zotu384,0,0,0,3,0,0,6,3,0,9,1,0,1,1,0,3,8,4,0,0,1,0,0,1,1,1,0,5,11,6,50,25,77,38,215,209
Zotu385,69,313,184,0,15,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu386,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,208,182,202,3,6,11,0,0,0,0,1,0
Zotu387,2,0,0,20,6,19,61,13,49,183,5,91,3,0,0,2,5,1,0,26,9,0,37,62,1,0,0,0,0,0,0,0,0,0,1,0
Zotu388,127,230,129,0,0,1,0,0,0,0,0,0,24,54,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu389,9,38,11,6,5,45,5,2,413,4,0,54,0,0,0,0,0,0,5,0,0,0,21,8,0,0,0,0,0,0,0,0,0,17,1,0
Zotu39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,101,2,4,28,404,4,22,8024,0,0,1,0,2,1,1,0,0,19,0,2
Zotu390,0,1,0,46,59,80,63,120,78,49,21,116,0,0,0,3,42,1,5,193,51,5,61,53,0,0,0,3,5,1,103,80,19,33,47,98
Zotu391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,10,0,0,25,1,0,0,2,0,4,57,15,23,86,70,250
Zotu392,12,88,26,1,0,0,0,0,0,0,0,0,36,26,46,79,106,58,77,18,23,32,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu393,0,1,0,1,1,1,0,0,1,395,106,82,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu394,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0,2,6,0,253,76,36,133,127,34
Zotu395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,108,92,78,2,14,7,47,13,12,70,45,48
Zotu396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,183,211,0,0,0,0,0,0,0,0,0
Zotu397,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,131,107,203,39,2,4,30,1,0
Zotu398,70,324,140,7,18,22,14,9,6,16,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,21,17,109,18,376
Zotu4,37,107,82,18,18,54,13,1,2,2,0,0,107,299,140,240,29,7100,2801,287,107,2381,5,29,61,80,58,5123,7799,5019,2611,3100,4904,9572,1688,7763
Zotu40,706,5788,2093,2,5,54,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,6,0,4
Zotu400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,190,133,0,4,1,0,0,0,0,0,0
Zotu401,0,2,3,7,0,5,0,0,1,0,0,0,28,21,55,125,122,19,15,77,20,3,86,8,7,12,6,0,1,0,0,0,0,0,0,0
Zotu402,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,1,2,2,0,4,2,18,14,12,0,0,1,11,41,20,17,109,324
Zotu403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167,175,148,4,7,7,0,1,0,1,0,0
Zotu404,32,204,141,5,31,31,1,1,2,24,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu405,0,0,0,0,19,0,7,52,0,0,4,0,0,0,0,6,0,0,19,0,0,16,0,0,0,0,1,0,0,0,22,233,100,0,54,3
Zotu406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,227,203,147,0,1,0,0,0,2,1,0,1
Zotu407,2,0,1,0,0,0,0,0,0,0,0,0,15,11,3,7,1,1,0,0,0,0,0,0,3,0,0,80,62,369,0,0,0,0,0,0
Zotu408,11,27,8,40,95,75,35,54,69,39,18,78,0,1,0,0,0,0,0,0,0,0,0,0,7,8,8,0,0,1,0,0,0,0,0,0
Zotu409,47,13,7,3,0,0,0,0,0,0,0,0,4,1,3,2,1,0,0,0,0,0,0,0,6,8,8,158,91,103,21,19,24,16,9,45
Zotu41,3,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,1,0,215,391,1003,931,1461,4178
Zotu410,0,1,0,36,46,56,103,170,108,92,34,106,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,9,5,1,3,0,0,1,0
Zotu411,14,6,19,0,0,0,0,0,0,0,0,0,2,8,2,0,2,0,0,0,0,0,0,1,187,156,149,39,12,17,1,3,0,14,0,1
Zotu412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,175,132,194,1,0,1,1,2,0,4,0,0
Zotu413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,1,6,305,23,208
Zotu414,3,3,21,0,0,3,0,0,0,0,0,0,182,147,76,5,12,3,5,3,0,0,1,0,16,21,32,7,2,9,0,1,0,0,0,1
Zotu415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31,189,65,186
Zotu416,85,228,188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu417,132,60,19,10,2,5,0,0,1,1,10,0,37,9,28,21,6,14,1,0,0,0,24,0,15,15,25,45,27,34,6,3,9,7,1,11
Zotu418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,3,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0
