OTU,p,c,o,f,g,summay
Zotu1563,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu1564,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu1565,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1566,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu1567,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu1568,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1569,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu157,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1570,,,,,,    
Zotu1571,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,p:Verrucomicrobia c:Opitutae o:Opitutales f:Opitutaceae g:Opitutus
Zotu1572,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1573,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,g:Rickettsia,p:Proteobacteria c:Alphaproteobacteria o:Rickettsiales f:Rickettsiaceae g:Rickettsia
Zotu1574,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu1575,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu1576,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1577,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu1578,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1579,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu158,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1580,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu1581,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu1582,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu1583,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Sphingobium
Zotu1584,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Duganella,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Duganella
Zotu1585,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu1586,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Bacteriovorax,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bacteriovoracaceae g:Bacteriovorax
Zotu1587,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1588,,,,,,    
Zotu1589,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu159,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1590,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1591,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""","f:""Saprospiraceae""",,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:""Saprospiraceae"" "
Zotu1592,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu1593,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu1594,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Rhodoferax
Zotu1595,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1596,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,,,p:Proteobacteria c:Gammaproteobacteria o:Xanthomonadales  
Zotu1597,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Asticcacaulis,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Asticcacaulis
Zotu1598,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1599,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu16,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu160,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu1600,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Arcicella
Zotu1601,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,p:Proteobacteria c:Gammaproteobacteria o:Aeromonadales f:Aeromonadaceae g:Aeromonas
Zotu1602,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu1603,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Rhodoferax
Zotu1604,p:Acidobacteria,c:Acidobacteria_Gp6,g:Gp6,,,p:Acidobacteria c:Acidobacteria_Gp6 g:Gp6  
Zotu1605,,,,,,    
Zotu1606,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Giesbergeria,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Giesbergeria
Zotu1607,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu1608,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu1609,p:Verrucomicrobia,c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis,,,p:Verrucomicrobia c:Spartobacteria g:Spartobacteria_genera_incertae_sedis  
Zotu161,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu1610,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta,,p:Cyanobacteria/Chloroplast c:Chloroplast f:Chloroplast g:Streptophyta 
Zotu1611,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1612,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1613,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Pseudomonadaceae g:Pseudomonas
Zotu1614,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,,,p:Cyanobacteria/Chloroplast c:Chloroplast f:Chloroplast  
Zotu1615,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,,,p:Proteobacteria c:Gammaproteobacteria o:Aeromonadales  
Zotu1616,,,,,,    
Zotu1617,,,,,,    
Zotu1618,p:Chlamydiae,,,,,p:Chlamydiae    
Zotu1619,,,,,,    
Zotu162,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,p:Proteobacteria c:Deltaproteobacteria o:Myxococcales  
Zotu1620,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu1621,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1622,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu1623,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu1624,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1625,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu1626,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1627,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""",f:Bacteroidaceae,g:Bacteroides,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales"" f:Bacteroidaceae g:Bacteroides"
Zotu1628,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,,p:Actinobacteria c:Actinobacteria o:Actinomycetales f:Microbacteriaceae 
Zotu1629,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu163,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu1630,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae 
Zotu1631,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Cryomorphaceae,g:Fluviicola,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Cryomorphaceae g:Fluviicola"
Zotu1632,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu1633,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu1634,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1635,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu1636,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1637,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu1638,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu1639,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,g:Sediminibacterium,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae g:Sediminibacterium"
Zotu164,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1640,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae 
Zotu1641,,,,,,    
Zotu1642,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Flectobacillus
Zotu1643,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu1644,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sandarakinorhabdus,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Sandarakinorhabdus
Zotu1645,,,,,,    
Zotu1646,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,,p:Chlamydiae c:Chlamydiia o:Chlamydiales f:Parachlamydiaceae 
Zotu1647,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu1648,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu1649,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Rhodoferax
Zotu165,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bosea,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales f:Bradyrhizobiaceae g:Bosea
Zotu1650,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu1651,,,,,,    
Zotu1652,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu1653,p:Actinobacteria,c:Actinobacteria,o:Acidimicrobiales,f:Iamiaceae,g:Aquihabitans,p:Actinobacteria c:Actinobacteria o:Acidimicrobiales f:Iamiaceae g:Aquihabitans
Zotu1654,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,p:Proteobacteria c:Gammaproteobacteria o:Legionellales f:Legionellaceae g:Legionella
Zotu1655,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Phenylobacterium,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Phenylobacterium
Zotu1656,,,,,,    
Zotu1657,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Limnobacter,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Burkholderiaceae g:Limnobacter
Zotu1658,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Ancylobacter,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales f:Xanthobacteraceae g:Ancylobacter
Zotu1659,p:Verrucomicrobia,c:Subdivision3,g:Subdivision3_genera_incertae_sedis,,,p:Verrucomicrobia c:Subdivision3 g:Subdivision3_genera_incertae_sedis  
Zotu166,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu1660,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Vogesella,p:Proteobacteria c:Betaproteobacteria o:Neisseriales f:Neisseriaceae g:Vogesella
Zotu1661,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu1662,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,p:Proteobacteria c:Deltaproteobacteria o:Myxococcales  
Zotu1663,,,,,,    
Zotu1664,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodospirillales f:Acetobacteraceae 
Zotu1665,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""",,,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales""  "
Zotu1666,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu1667,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu1668,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu1669,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,p:Proteobacteria c:Gammaproteobacteria o:Legionellales f:Legionellaceae g:Legionella
Zotu167,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,,,p:Proteobacteria c:Deltaproteobacteria o:Myxococcales  
Zotu1670,p:Proteobacteria,c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Aquitalea,p:Proteobacteria c:Betaproteobacteria o:Neisseriales f:Neisseriaceae g:Aquitalea
Zotu1671,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1672,,,,,,    
Zotu1673,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1674,p:Proteobacteria,c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Arcobacter,p:Proteobacteria c:Epsilonproteobacteria o:Campylobacterales f:Campylobacteraceae g:Arcobacter
Zotu1675,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu1676,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Undibacterium
Zotu1677,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu1678,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,,,p:Proteobacteria c:Gammaproteobacteria o:Aeromonadales  
Zotu1679,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu168,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Arcicella,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Arcicella
Zotu1680,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu1681,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu1682,p:Proteobacteria,c:Epsilonproteobacteria,o:Campylobacterales,,,p:Proteobacteria c:Epsilonproteobacteria o:Campylobacterales  
Zotu1683,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Pelomonas,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Pelomonas
Zotu1684,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1685,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu1686,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1687,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu1688,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu1689,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales  
Zotu169,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu1690,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Prosthecobacter,p:Verrucomicrobia c:Verrucomicrobiae o:Verrucomicrobiales f:Verrucomicrobiaceae g:Prosthecobacter
Zotu1691,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu1692,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu1693,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,g:Ohtaekwangia,,p:Bacteroidetes c:Cytophagia o:Cytophagales g:Ohtaekwangia 
Zotu1694,,,,,,    
Zotu1695,,,,,,    
Zotu1696,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu1697,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Massilia
Zotu1698,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,,p:Proteobacteria c:Betaproteobacteria o:Methylophilales f:Methylophilaceae 
Zotu1699,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,g:Methylophilus,p:Proteobacteria c:Betaproteobacteria o:Methylophilales f:Methylophilaceae g:Methylophilus
Zotu17,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu170,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Zoogloea,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Zoogloea
Zotu1700,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu1701,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""","f:""Porphyromonadaceae""",g:Paludibacter,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales"" f:""Porphyromonadaceae"" g:Paludibacter"
Zotu1702,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu1703,p:Proteobacteria,c:Betaproteobacteria,o:Methylophilales,f:Methylophilaceae,,p:Proteobacteria c:Betaproteobacteria o:Methylophilales f:Methylophilaceae 
